,16,1,RTX 3090 TI RGB GAMING,img_productos/tarjetas_graficas/RTX_3090_TI.png,especif_productos/prueba.md,10350000
,18,1,RTX 3080 GAMING X TRIO,img_productos/tarjetas_graficas/RTX_3080_TRIO.png,Desc2,5250000
,17,1,3070 TI ROG STRIX,img_productos/tarjetas_graficas/RTX_3070_TI_ROG.png,Desc3,4350000
,17,1,RTX 3070 ROG STRIX WHITE,img_productos/tarjetas_graficas/RTX_3070_WHITE.png,Desc4,4010000
,17,1,RTX 3060 ROG STRIX,img_productos/tarjetas_graficas/RTX_3060_ROG.png,Desc5,3150000
,18,1,GeForce RTX™ 3060 Ti VENTUS,img_productos/tarjetas_graficas/RTX_3060_TI_VENTUS.png,Desc6,3350000
,20,1,RTX 3060 PHOENIX 12GB,img_productos/tarjetas_graficas/RTX_3060_PHOENIX.png,Desc7,2950000
,33,1,RTX 2060 STORM 12GBS,img_productos/tarjetas_graficas/RTX_2060_STORM.png,Desc8,2750000
,15,1,SUPER GTX 1660 WINDFORCE,img_productos/tarjetas_graficas/GTX_1660_WIND.png,Desc9,1950000
,19,1,SUPER GTX 1660 VENTUS XS 6GB - MSI,img_productos/tarjetas_graficas/GTX_1660_VENTUS_MSI.png,Desc10,1910000
,18,1,GTX 1660 TI DUAL - MSI,img_productos/tarjetas_graficas/GTX_1660_DUAL_MSI.png,Desc11,2250000
,20,1,RTX 3060 KO GAMING OC RGB 12GB - ASUS,img_productos/tarjetas_graficas/RTX_3060_KO.png,Desc12,2950000
,15,1,GTX 1660 TI WINDFORCE,img_productos/tarjetas_graficas/GTX_1660_WIND.png,Desc13,2250000
,18,1,SUPER GTX 1660 GAMING X,img_productos/tarjetas_graficas/SUPER_GTX_1660_X.png,Desc14,2010000
,18,1,GTX 1650 GAMING X MSI,img_productos/tarjetas_graficas/GTX_1650_G_MSI.png,Desc15,1510000
,20,1,GTX 1650 TUF GAMING,img_productos/tarjetas_graficas/GTX_1650_TUF.png,Desc16,1490000
,18,1,GTX 1650 VENTUS XS D6 MSI,img_productos/tarjetas_graficas/GTX_1650_VENTUS_MSI.png,Desc17,1450000
,20,1,GTX 1650 OC PHOENIX D5 ASUS,img_productos/tarjetas_graficas/GTX_1650_OC_ASUS.png,Desc18,1390000
,20,1,GTX 1050 TI 4GBS PHOENIX - ASUS,img_productos/tarjetas_graficas/GTX_1050_ASUS.png,Desc19,1230000
,15,1,GTX 1050 TI OC 1 FAN,img_productos/tarjetas_graficas/GTX_1050_OC.png,Desc20,1230000
,19,1,GT 1030 2GBS - PALIT,img_productos/tarjetas_graficas/GT_1030_PALIT.png,Desc21,630000
,7,2,INTEL CORE i9 12900K,img_productos/procesadores/INTEL_CORE_i9_12900K.png,Desc22,2890000
,7,2,INTEL CORE i7 12700K,img_productos/procesadores/INTEL_CORE_I7_12700K.png,Desc23,990000
,7,2,INTEL CORE i5 12600KF,img_productos/procesadores/INTEL_CORE_I5_12600KF.png,Desc24,1510000
,7,2,INTEL i5 12400,img_productos/procesadores/INTEL_I5_12400.png,Desc25,1090000
,7,2,INTEL CORE i3 12100F,img_productos/procesadores/INTEL_CORE_I3_12100F.png,Desc26,630000
,8,2,RYZEN 5 3600,img_productos/procesadores/RYZEN_5_3600.png,Desc27,980000
,8,2,RYZEN R5 5600G,img_productos/procesadores/RYZEN_R5_5600G.png,Desc28,990000
,8,2,RYZEN 5 5600X,img_productos/procesadores/RYZEN_5_5600X.png,Desc29,1220000
,8,2,RYZEN 7 5700G,img_productos/procesadores/RYZEN_7_5700G.png,Desc30,1100000
,8,2,RYZEN 7 5800X,img_productos/procesadores/RYZEN_7_5800X.png,Desc31,1680000
,8,2,RYZEN R9 5900X,img_productos/procesadores/RYZEN_R9_5900X.png,Desc32,2100000
,8,2,RYZEN R9 5950X,img_productos/procesadores/RYZEN_R9_5950X.png,Desc33,2790000
,8,2,RYZEN 7 3800XT,img_productos/procesadores/RYZEN_7_3800XT.png,Desc34,1600000
,7,2,INTEL CORE i3 10105,img_productos/procesadores/INTEL_CORE_I3_10105.png,Desc35,700000
,7,2,INTEL CORE i3 10100F,img_productos/procesadores/INTEL_CORE_I3_10100F.png,Desc36,550000
,7,2,INTEL CORE i3 10100,img_productos/procesadores/INTEL_CORE_I3_10100.png,Desc37,650000
,7,2,INTEL CORE i5 10400,img_productos/procesadores/INTEL_CORE_I5_10400.png,Desc38,880000
,7,2,INTEL CORE i5 11400F,img_productos/procesadores/INTEL_CORE_I5_11400F.png,Desc39,910000
,7,2,INTEL CORE i5 11600K,img_productos/procesadores/INTEL_CORE_I5_11600K.png,Desc40,1340000
,8,2,RYZEN 5 3400G,img_productos/procesadores/RYZEN_5_3400G.png,Desc41,719900
,28,8,Logitech G203 - Color Negro,img_productos/perif/LOGITCECH_G203.png,Desc130,104000
,30,8,Razer Viper mini,img_productos/perif/RAZER_VPMINI.png,Desc131,149000
,39,8,Redragon Kumara K552,img_productos/perif/KUMARA_K552.png,Desc132,240000
,29,8,Teclado mecanico steelseries apex pro wireless 60%,img_productos/perif/APEX_PRO_60.png,Desc133,1277000
,28,8,Audifonos inalámbricos Logitech G Series G733,img_productos/perif/AUDI_G733.png,Desc134,535000
,31,8,Audifonos gamer Onikuma K10 PRO,img_productos/perif/K10_PRO.png,Desc135,149900
,32,8,Logitech G502 HERO,img_productos/perif/G502_HERO.png,Desc136,201000
,24,6,X570 PHANTOM GAMING 4,img_productos/tm/X570_PHANTOM_G4.png,Desc103,980000
,20,6,X570 TUF GAMING PLUS WIFI,img_productos/tm/X570_TGAM_PLUS.png,Desc104,1120000
,18,6,X570-A PRO - MSI,img_productos/tm/X570_A_PRO.png,Desc105,890000
,25,6,X570 AORUS ELITE WIFI,img_productos/tm/X570_AORUS_ELITE.png,Desc106,730000
,17,6,X570 ROG CROSSHAIR VIII,img_productos/tm/X570_ROG_VIII.png,Desc107,2200000
,24,6,X570 STEEL LEGEND RGB,img_productos/tm/X570_STEEL_LEGEND.png,Desc108,1110000
,17,6,B550-F ROG STRIX GAMING WIFI,"img_productos/tm/B550_F_ROG_STRIX_WIFI.png        ",Desc109,990000
,25,6,B550 AORUS MASTER WIFI,img_productos/tm/B550_AORUS_MASTER_WIFI.png,Desc110,1690000
,17,6,B550-E ROG STRIX GAMING WIFI,img_productos/tm/B550_E_RSTRIX_GMNG.png,Desc111,1340000
,20,6,B550M-A AC WIFI - ASUS,img_productos/tm/B550M_A_AC_WIFI.png,Desc112,710000
,20,6,B550M TUF PLUS GAMING WIFI,img_productos/tm/B550M_TGMNG_PLUS_WIFI.png,Desc113,870000
,20,6,B550M-K PRIME - ASUS,img_productos/tm/B550M_K_PRIME.png,Desc114,620000
,15,6,B550M DS3H - GIGABYTE,img_productos/tm/B550M_DS3H.png,Desc115,620000
,25,6,B550 AORUS PRO V2,img_productos/tm/B550_AORUS_V2.png,Desc116,1100000
,15,6,B550M-H,img_productos/tm/B550M_H.png,Desc117,840000
,24,6,B550 STEEL LEGEND - ASROCK,img_productos/tm/B550_STEEL_LEGEND.png,Desc118,840000
,17,6,B450 TUF PLUS GAMING II,img_productos/tm/B450_TUF_PLUS_GAMING_II.png,Desc119,630000
,20,6,B450M-A II PRIME - ASUS,img_productos/tm/B450M_A_II_PRIME.png,Desc120,490000
,24,6,B450M STEEL LEGEND RGB,img_productos/tm/B450M_STEEL_LEGEND_RGB.png,Desc121,580000
,15,6,B450 AORUS PRO WIFI - GIGABYTE,img_productos/tm/B450_AORUS_PRO_WIFI.png,Desc122,730000
,18,6,A320M-A PRO MAX - MSI,img_productos/tm/A320M_A_PRO_MAX.png,Desc123,380000
,5,9,Fuente de poder corsair full modular RM1000w,img_productos/fdp/FDP_CORSAIR_RM1000W.png,Desc146,1375000
,5,9,"Corsair blanco RGB , 650 vatios, 80 PLUS Bronze (WW)",img_productos/fdp/CORSAIR_650W_80_PLUS.png,Desc137,550000
,32,9,EVGA Supernova 1200 P2 80+ Platinum,img_productos/fdp/EVGA_SUPERNOVA_1200.png,Desc138,1988000
,32,9,Fuente de poder evga 500w br 80 plus bronze,img_productos/fdp/FDP_EVGA_500W_BR_80_PLUS.png,Desc139,220000
,1,9,Fuente de poder xpg pylon 550w 80 plus bronze,img_productos/fdp/FDP_XPG_PYLON_550W.png,Desc140,285000
,5,9,Fuente de poder corsair 450w 80 plus bronze,img_productos/fdp/FDP_CORSAIR_450W_80_PLUS.png,Desc141,182000
